,Store,Date,Temperature,Fuel_Price,CPI,Unemployment,IsHoliday
42,1,20101126,64.52,2.735,211.74843330000002,7.837999999999999,True
43,1,20101203,49.27,2.708,211.60719300000002,7.837999999999999,False
44,1,20101210,46.33,2.843,211.4659526,7.837999999999999,False
45,1,20101217,49.84,2.8689999999999998,211.40531239999999,7.837999999999999,False
46,1,20101224,52.33,2.886,211.4051222,7.837999999999999,False
47,1,20101231,48.43,2.943,211.4049321,7.837999999999999,True
48,1,20110107,48.27,2.9760000000000004,211.40474190000003,7.742000000000001,False
49,1,20110114,35.4,2.983,211.4574109,7.742000000000001,False
50,1,20110121,44.04,3.016,211.82723430000004,7.742000000000001,False
51,1,20110128,43.83,3.01,212.19705770000002,7.742000000000001,False
52,1,20110204,42.27,2.989,212.56688119999998,7.742000000000001,False
53,1,20110211,36.39,3.022,212.9367046,7.742000000000001,True
54,1,20110218,57.36,3.045,213.2478853,7.742000000000001,False
55,1,20110225,62.9,3.065,213.535609,7.742000000000001,False
56,1,20110304,59.58,3.2880000000000003,213.8233327,7.742000000000001,False
57,1,20110311,53.56,3.4589999999999996,214.11105640000002,7.742000000000001,False
58,1,20110318,62.76,3.488,214.3627114,7.742000000000001,False
59,1,20110325,69.97,3.4730000000000003,214.59993889999998,7.742000000000001,False
60,1,20110401,59.17,3.5239999999999996,214.8371664,7.682,False
61,1,20110408,67.84,3.622,215.07439390000002,7.682,False
62,1,20110415,71.27,3.7430000000000003,215.29185609999996,7.682,False
63,1,20110422,72.99,3.807,215.45990530000003,7.682,False
64,1,20110429,72.03,3.81,215.62795440000002,7.682,False
65,1,20110506,64.61,3.906,215.7960035,7.682,False
66,1,20110513,75.64,3.8989999999999996,215.9640526,7.682,False
67,1,20110520,67.63,3.907,215.7339202,7.682,False
68,1,20110527,77.72,3.786,215.5037878,7.682,False
69,1,20110603,83.0,3.699,215.27365530000003,7.682,False
70,1,20110610,83.13,3.648,215.04352290000003,7.682,False
71,1,20110617,86.41,3.637,214.99805959999998,7.682,False
72,1,20110624,83.58,3.594,215.09109819999998,7.682,False
73,1,20110701,85.55,3.5239999999999996,215.18413680000003,7.962000000000001,False
74,1,20110708,85.83,3.48,215.27717540000003,7.962000000000001,False
75,1,20110715,88.54,3.575,215.3611087,7.962000000000001,False
76,1,20110722,85.77,3.6510000000000002,215.4222784,7.962000000000001,False
77,1,20110729,86.83,3.682,215.4834482,7.962000000000001,False
78,1,20110805,91.65,3.6839999999999997,215.544618,7.962000000000001,False
79,1,20110812,90.76,3.638,215.6057878,7.962000000000001,False
80,1,20110819,89.94,3.554,215.66931069999998,7.962000000000001,False
81,1,20110826,87.96,3.523,215.73322579999999,7.962000000000001,False
82,1,20110902,87.83,3.533,215.7971409,7.962000000000001,False
83,1,20110909,76.0,3.5460000000000003,215.86105600000002,7.962000000000001,True
84,1,20110916,79.94,3.5260000000000002,216.0410526,7.962000000000001,False
85,1,20110923,75.8,3.467,216.3758246,7.962000000000001,False
86,1,20110930,79.69,3.355,216.71059649999998,7.962000000000001,False
87,1,20111007,69.31,3.285,217.0453684,7.8660000000000005,False
88,1,20111014,71.74,3.2739999999999996,217.3552733,7.8660000000000005,False
89,1,20111021,63.71,3.353,217.5159762,7.8660000000000005,False
90,1,20111028,66.57,3.372,217.67667909999997,7.8660000000000005,False
91,1,20111104,54.98,3.332,217.837382,7.8660000000000005,False
92,1,20111111,59.11,3.2969999999999997,217.99808489999998,7.8660000000000005,False
93,1,20111118,62.25,3.3080000000000003,218.2205088,7.8660000000000005,False
94,1,20111125,60.14,3.236,218.4676211,7.8660000000000005,True
95,1,20111202,48.91,3.1719999999999997,218.7147333,7.8660000000000005,False
96,1,20111209,43.93,3.158,218.96184559999998,7.8660000000000005,False
97,1,20111216,51.63,3.159,219.17945330000003,7.8660000000000005,False
98,1,20111223,47.96,3.112,219.3577216,7.8660000000000005,False
99,1,20111230,44.55,3.1289999999999996,219.5359898,7.8660000000000005,True
100,1,20120106,49.01,3.157,219.71425809999997,7.348,False
101,1,20120113,48.53,3.261,219.89252630000001,7.348,False
102,1,20120120,54.11,3.2680000000000002,219.98568930000002,7.348,False
103,1,20120127,54.26,3.29,220.0788523,7.348,False
104,1,20120203,56.55,3.36,220.1720153,7.348,False
105,1,20120210,48.02,3.409,220.26517830000003,7.348,True
106,1,20120217,45.32,3.51,220.42575860000002,7.348,False
107,1,20120224,57.25,3.555,220.636902,7.348,False
108,1,20120302,60.96,3.63,220.8480454,7.348,False
109,1,20120309,58.76,3.6689999999999996,221.05918870000002,7.348,False
110,1,20120316,64.74,3.734,221.21181319999997,7.348,False
111,1,20120323,65.93,3.787,221.2864126,7.348,False
112,1,20120330,67.61,3.845,221.3610119,7.348,False
113,1,20120406,70.43,3.891,221.43561119999998,7.143,False
114,1,20120413,69.07,3.891,221.5102105,7.143,False
115,1,20120420,66.76,3.877,221.56407369999997,7.143,False
116,1,20120427,67.23,3.8139999999999996,221.61793680000002,7.143,False
117,1,20120504,75.55,3.7489999999999997,221.6718,7.143,False
118,1,20120511,73.77,3.688,221.72566319999999,7.143,False
119,1,20120518,70.33,3.63,221.74267400000002,7.143,False
120,1,20120525,77.22,3.5610000000000004,221.744944,7.143,False
121,1,20120601,77.95,3.5010000000000003,221.7472139,7.143,False
122,1,20120608,78.3,3.452,221.7494839,7.143,False
123,1,20120615,79.35,3.3930000000000002,221.76264210000002,7.143,False
124,1,20120622,78.39,3.346,221.80302110000002,7.143,False
125,1,20120629,84.88,3.286,221.8434,7.143,False
126,1,20120706,81.57,3.227,221.88377889999998,6.9079999999999995,False
127,1,20120713,77.12,3.2560000000000002,221.92415789999998,6.9079999999999995,False
128,1,20120720,80.42,3.3110000000000004,221.9327267,6.9079999999999995,False
129,1,20120727,82.66,3.407,221.9412954,6.9079999999999995,False
130,1,20120803,86.11,3.417,221.9498642,6.9079999999999995,False
131,1,20120810,85.05,3.4939999999999998,221.9584329,6.9079999999999995,False
132,1,20120817,84.85,3.571,222.03841090000003,6.9079999999999995,False
133,1,20120824,77.66,3.62,222.17194569999998,6.9079999999999995,False
134,1,20120831,80.49,3.638,222.30548050000002,6.9079999999999995,False
135,1,20120907,83.96,3.73,222.4390153,6.9079999999999995,True
136,1,20120914,74.97,3.717,222.58201929999998,6.9079999999999995,False
137,1,20120921,69.87,3.721,222.7818386,6.9079999999999995,False
138,1,20120928,76.08,3.6660000000000004,222.9816579,6.9079999999999995,False
139,1,20121005,68.55,3.617,223.1814772,6.5729999999999995,False
140,1,20121012,62.99,3.6010000000000004,223.3812965,6.5729999999999995,False
141,1,20121019,67.97,3.594,223.4257233,6.5729999999999995,False
142,1,20121026,69.16,3.5060000000000002,223.44425130000002,6.5729999999999995,False
143,1,20121102,55.32,3.386,223.4627793,6.5729999999999995,False
144,1,20121109,61.24,3.3139999999999996,223.48130730000003,6.5729999999999995,False
145,1,20121116,52.92,3.252,223.5129105,6.5729999999999995,False
146,1,20121123,56.23,3.2110000000000003,223.56194739999998,6.5729999999999995,True
147,1,20121130,52.34,3.207,223.61098419999996,6.5729999999999995,False
148,1,20121207,64.12,3.198,223.66002110000002,6.5729999999999995,False
149,1,20121214,48.89,3.168,223.7192767,6.5729999999999995,False
150,1,20121221,56.02,3.0980000000000003,223.8398455,6.5729999999999995,False
151,1,20121228,44.79,3.108,223.96041430000002,6.5729999999999995,True
152,1,20130104,41.73,3.161,224.080983,6.525,False
153,1,20130111,50.32,3.2430000000000003,224.2015518,6.525,False
154,1,20130118,42.92,3.237,224.23581319999997,6.525,False
155,1,20130125,53.37,3.227,224.23555180000002,6.525,False
156,1,20130201,56.46,3.2439999999999998,224.2352903,6.525,False
157,1,20130208,56.67,3.417,224.23502889999997,6.525,True
158,1,20130215,49.66,3.475,224.2760526,6.525,False
159,1,20130222,50.25,3.597,224.4202895,6.525,False
160,1,20130301,48.01,3.7110000000000003,224.56452630000004,6.525,False
161,1,20130308,50.81,3.658,224.70876319999996,6.525,False
162,1,20130315,55.33,3.622,224.8356808,6.525,False
163,1,20130322,63.42,3.611,224.9193005,6.525,False
164,1,20130329,51.0,3.6060000000000003,225.0029202,6.525,False
165,1,20130405,58.59,3.583,225.08653990000002,6.314,False
166,1,20130412,62.72,3.529,225.17015959999998,6.314,False
167,1,20130419,67.1,3.451,225.17015959999998,6.314,False
168,1,20130426,59.23,3.417,225.17015959999998,6.314,False
169,1,20130503,66.66,3.386,,,False
170,1,20130510,63.9,3.392,,,False
171,1,20130517,69.53,3.4539999999999997,,,False
172,1,20130524,77.19,3.4939999999999998,,,False
173,1,20130531,78.02,3.466,,,False
174,1,20130607,76.44,3.4389999999999996,,,False
175,1,20130614,79.86,3.431,,,False
176,1,20130621,81.35,3.4789999999999996,,,False
177,1,20130628,83.94,3.495,,,False
178,1,20130705,79.85,3.4219999999999997,,,False
179,1,20130712,83.12,3.4,,,False
180,1,20130719,79.26,3.556,,,False
181,1,20130726,81.54,3.62,,,False
182,2,20100205,40.19,2.572,210.75260530000003,8.324,False
183,2,20100212,38.49,2.548,210.8979935,8.324,True
184,2,20100219,39.69,2.5140000000000002,210.9451605,8.324,False
185,2,20100226,46.1,2.5610000000000004,210.97595730000003,8.324,False
186,2,20100305,47.17,2.625,211.0067542,8.324,False
187,2,20100312,57.56,2.667,211.03755099999998,8.324,False
188,2,20100319,54.52,2.72,210.8733316,8.324,False
189,2,20100326,51.26,2.7319999999999998,210.6766095,8.324,False
190,2,20100402,63.27,2.719,210.4798874,8.2,False
191,2,20100409,65.41,2.77,210.2831653,8.2,False
192,2,20100416,68.07,2.8080000000000003,210.1495463,8.2,False
193,2,20100423,65.11,2.795,210.1000648,8.2,False
194,2,20100430,66.98,2.78,210.0505833,8.2,False
195,2,20100507,71.28,2.835,210.00110180000001,8.2,False
196,2,20100514,73.31,2.8539999999999996,209.9984585,8.2,False
197,2,20100521,74.83,2.826,210.2768443,8.2,False
198,2,20100528,81.13,2.759,210.5552301,8.2,False
199,2,20100604,81.81,2.705,210.833616,8.2,False
200,2,20100611,83.4,2.668,211.1120018,8.2,False
201,2,20100618,85.81,2.637,211.10965430000002,8.2,False
202,2,20100625,86.26,2.653,210.9950134,8.2,False
203,2,20100702,82.74,2.6689999999999996,210.8803726,8.099,False
204,2,20100709,82.59,2.642,210.76573169999998,8.099,False
205,2,20100716,85.32,2.623,210.7577954,8.099,False
206,2,20100723,87.66,2.608,210.8921319,8.099,False
207,2,20100730,83.49,2.64,211.0264684,8.099,False
208,2,20100806,89.53,2.627,211.16080490000002,8.099,False
209,2,20100813,89.05,2.6919999999999997,211.2951413,8.099,False
210,2,20100820,88.7,2.6639999999999997,211.25965860000002,8.099,False
211,2,20100827,87.12,2.6189999999999998,211.2241759,8.099,False
212,2,20100903,81.83,2.577,211.1886931,8.099,False
213,2,20100910,79.09,2.565,211.15321040000003,8.099,True
214,2,20100917,82.05,2.582,211.1806415,8.099,False
215,2,20100924,81.79,2.6239999999999997,211.2552578,8.099,False
216,2,20101001,69.24,2.603,211.3298742,8.163,False
217,2,20101008,63.19,2.633,211.4044906,8.163,False
218,2,20101015,65.8,2.72,211.4713286,8.163,False
219,2,20101022,68.5,2.725,211.5187208,8.163,False
220,2,20101029,66.24,2.716,211.5661131,8.163,False
221,2,20101105,57.85,2.6889999999999996,211.61350530000004,8.163,False
222,2,20101112,59.69,2.728,211.6608975,8.163,False
223,2,20101119,50.81,2.7710000000000004,211.5470304,8.163,False
224,2,20101126,62.98,2.735,211.4062867,8.163,True
225,2,20101203,49.33,2.708,211.265543,8.163,False
226,2,20101210,45.5,2.843,211.12479930000003,8.163,False
227,2,20101217,47.55,2.8689999999999998,211.06454580000002,8.163,False
228,2,20101224,49.97,2.886,211.06465989999998,8.163,False
229,2,20101231,47.3,2.943,211.06477400000003,8.163,True
230,2,20110107,44.69,2.9760000000000004,211.06488810000002,8.027999999999999,False
231,2,20110114,33.02,2.983,211.1176713,8.027999999999999,False
232,2,20110121,41.4,3.016,211.48646910000002,8.027999999999999,False
233,2,20110128,42.83,3.01,211.8552668,8.027999999999999,False
234,2,20110204,38.25,2.989,212.22406459999996,8.027999999999999,False
235,2,20110211,33.19,3.022,212.59286239999997,8.027999999999999,True
236,2,20110218,57.83,3.045,212.90331150000003,8.027999999999999,False
237,2,20110225,60.8,3.065,213.190421,8.027999999999999,False
238,2,20110304,57.77,3.2880000000000003,213.47753050000003,8.027999999999999,False
239,2,20110311,52.7,3.4589999999999996,213.7646401,8.027999999999999,False
240,2,20110318,62.32,3.488,214.0156238,8.027999999999999,False
241,2,20110325,69.42,3.4730000000000003,214.25215730000002,8.027999999999999,False
242,2,20110401,55.43,3.5239999999999996,214.48869080000003,7.931,False
243,2,20110408,67.0,3.622,214.7252242,7.931,False
244,2,20110415,69.48,3.7430000000000003,214.9420631,7.931,False
245,2,20110422,69.39,3.807,215.10966569999997,7.931,False
246,2,20110429,69.21,3.81,215.27726830000003,7.931,False
247,2,20110506,61.48,3.906,215.44487090000004,7.931,False
248,2,20110513,74.61,3.8989999999999996,215.6124735,7.931,False
249,2,20110520,67.14,3.907,215.38347779999998,7.931,False
250,2,20110527,76.42,3.786,215.15448219999996,7.931,False
251,2,20110603,83.07,3.699,214.92548650000003,7.931,False
252,2,20110610,83.4,3.648,214.69649080000002,7.931,False
253,2,20110617,86.53,3.637,214.6513538,7.931,False
254,2,20110624,85.17,3.594,214.7441108,7.931,False
255,2,20110701,85.69,3.5239999999999996,214.83686780000002,7.852,False
256,2,20110708,87.7,3.48,214.9296249,7.852,False
257,2,20110715,89.83,3.575,215.0134426,7.852,False
258,2,20110722,89.34,3.6510000000000002,215.0749122,7.852,False
259,2,20110729,90.07,3.682,215.1363819,7.852,False
260,2,20110805,93.34,3.6839999999999997,215.1978515,7.852,False
261,2,20110812,91.58,3.638,215.25932110000002,7.852,False
262,2,20110819,89.86,3.554,215.3229307,7.852,False
263,2,20110826,90.45,3.523,215.38689700000003,7.852,False
264,2,20110902,89.64,3.533,215.4508632,7.852,False
265,2,20110909,77.97,3.5460000000000003,215.5148295,7.852,True
266,2,20110916,78.85,3.5260000000000002,215.6944378,7.852,False
267,2,20110923,75.58,3.467,216.02823560000002,7.852,False
268,2,20110930,78.14,3.355,216.3620333,7.852,False
269,2,20111007,69.92,3.285,216.69583109999996,7.441,False
270,2,20111014,71.67,3.2739999999999996,217.0048261,7.441,False
271,2,20111021,64.53,3.353,217.1650042,7.441,False
272,2,20111028,65.87,3.372,217.3251824,7.441,False
273,2,20111104,55.53,3.332,217.48536049999998,7.441,False
274,2,20111111,59.33,3.2969999999999997,217.6455387,7.441,False
275,2,20111118,62.01,3.3080000000000003,217.86702180000003,7.441,False
276,2,20111125,56.36,3.236,218.1130269,7.441,True
277,2,20111202,48.74,3.1719999999999997,218.35903190000002,7.441,False
278,2,20111209,41.76,3.158,218.605037,7.441,False
279,2,20111216,50.13,3.159,218.82179280000003,7.441,False
280,2,20111223,46.66,3.112,218.9995495,7.441,False
281,2,20111230,44.57,3.1289999999999996,219.1773063,7.441,True
282,2,20120106,46.75,3.157,219.355063,7.057,False
283,2,20120113,45.99,3.261,219.53281980000003,7.057,False
284,2,20120120,51.7,3.2680000000000002,219.6258417,7.057,False
285,2,20120127,50.5,3.29,219.7188636,7.057,False
286,2,20120203,55.21,3.36,219.81188540000002,7.057,False
287,2,20120210,46.98,3.409,219.90490730000002,7.057,True
288,2,20120217,43.82,3.51,220.06519930000002,7.057,False
289,2,20120224,54.63,3.555,220.27594399999998,7.057,False
290,2,20120302,58.79,3.63,220.4866886,7.057,False
291,2,20120309,57.11,3.6689999999999996,220.6974332,7.057,False
292,2,20120316,63.68,3.734,220.84984680000002,7.057,False
293,2,20120323,64.01,3.787,220.9244858,7.057,False
294,2,20120330,66.83,3.845,220.9991248,7.057,False
295,2,20120406,68.43,3.891,221.07376380000002,6.891,False
296,2,20120413,68.08,3.891,221.14840279999999,6.891,False
297,2,20120420,65.69,3.877,221.2021074,6.891,False
298,2,20120427,67.2,3.8139999999999996,221.25581200000002,6.891,False
299,2,20120504,76.73,3.7489999999999997,221.30951659999997,6.891,False
300,2,20120511,73.87,3.688,221.36322119999997,6.891,False
301,2,20120518,71.27,3.63,221.380331,6.891,False
302,2,20120525,78.19,3.5610000000000004,221.3828029,6.891,False
303,2,20120601,78.38,3.5010000000000003,221.38527480000002,6.891,False
304,2,20120608,78.69,3.452,221.38774669999998,6.891,False
305,2,20120615,80.56,3.3930000000000002,221.4009901,6.891,False
306,2,20120622,81.04,3.346,221.4411622,6.891,False
307,2,20120629,86.32,3.286,221.48133430000004,6.891,False
308,2,20120706,84.2,3.227,221.52150640000002,6.565,False
309,2,20120713,80.17,3.2560000000000002,221.5616784,6.565,False
310,2,20120720,83.23,3.3110000000000004,221.5701123,6.565,False
311,2,20120727,86.37,3.407,221.5785461,6.565,False
312,2,20120803,90.22,3.417,221.58697990000002,6.565,False
313,2,20120810,88.55,3.4939999999999998,221.59541380000002,6.565,False
314,2,20120817,84.79,3.571,221.67514590000002,6.565,False
315,2,20120824,76.91,3.62,221.80835180000003,6.565,False
316,2,20120831,82.64,3.638,221.94155759999998,6.565,False
317,2,20120907,87.65,3.73,222.0747635,6.565,True
318,2,20120914,75.88,3.717,222.2174395,6.565,False
319,2,20120921,71.09,3.721,222.41693619999998,6.565,False
320,2,20120928,79.45,3.6660000000000004,222.61643289999998,6.565,False
321,2,20121005,70.27,3.617,222.8159296,6.17,False
322,2,20121012,60.97,3.6010000000000004,223.01542630000003,6.17,False
323,2,20121019,68.08,3.594,223.0598077,6.17,False
324,2,20121026,69.79,3.5060000000000002,223.0783366,6.17,False
325,2,20121102,56.4,3.386,223.09686549999998,6.17,False
326,2,20121109,61.9,3.3139999999999996,223.1153944,6.17,False
327,2,20121116,52.72,3.252,223.1469028,6.17,False
328,2,20121123,58.06,3.2110000000000003,223.19571729999998,6.17,True
329,2,20121130,52.64,3.207,223.2445318,6.17,False
330,2,20121207,64.19,3.198,223.2933463,6.17,False
331,2,20121214,47.69,3.168,223.3523969,6.17,False
332,2,20121221,55.14,3.0980000000000003,223.4728642,6.17,False
333,2,20121228,41.56,3.108,223.5933316,6.17,True
334,2,20130104,39.12,3.161,223.7137989,6.237,False
335,2,20130111,47.42,3.2430000000000003,223.83426630000002,6.237,False
336,2,20130118,40.98,3.237,223.86882000000003,6.237,False
337,2,20130125,51.33,3.227,223.86900830000002,6.237,False
338,2,20130201,54.75,3.2439999999999998,223.8691966,6.237,False
339,2,20130208,56.08,3.417,223.8693849,6.237,True
340,2,20130215,48.92,3.475,223.9106714,6.237,False
341,2,20130222,48.16,3.597,224.05470319999998,6.237,False
342,2,20130301,46.08,3.7110000000000003,224.198735,6.237,False
343,2,20130308,51.12,3.658,224.3427668,6.237,False
344,2,20130315,55.14,3.622,224.46943900000002,6.237,False
345,2,20130322,59.97,3.611,224.55271209999998,6.237,False
346,2,20130329,50.54,3.6060000000000003,224.6359852,6.237,False
347,2,20130405,58.3,3.583,224.7192583,6.112,False
348,2,20130412,61.23,3.529,224.80253140000002,6.112,False
349,2,20130419,67.05,3.451,224.80253140000002,6.112,False
350,2,20130426,58.13,3.417,224.80253140000002,6.112,False
351,2,20130503,65.26,3.386,,,False
352,2,20130510,63.51,3.392,,,False
353,2,20130517,70.55,3.4539999999999997,,,False
354,2,20130524,76.83,3.4939999999999998,,,False
355,2,20130531,78.05,3.466,,,False
356,2,20130607,76.2,3.4389999999999996,,,False
357,2,20130614,80.91,3.431,,,False
358,2,20130621,81.11,3.4789999999999996,,,False
359,2,20130628,85.37,3.495,,,False
360,2,20130705,79.48,3.4219999999999997,,,False
361,2,20130712,85.41,3.4,,,False
362,2,20130719,79.16,3.556,,,False
363,2,20130726,83.17,3.62,,,False
364,3,20100205,45.71,2.572,214.4248812,7.367999999999999,False
365,3,20100212,47.93,2.548,214.57479159999997,7.367999999999999,True
366,3,20100219,47.07,2.5140000000000002,214.61988680000002,7.367999999999999,False
367,3,20100226,52.05,2.5610000000000004,214.6475127,7.367999999999999,False
368,3,20100305,53.04,2.625,214.6751386,7.367999999999999,False
369,3,20100312,63.08,2.667,214.70276459999997,7.367999999999999,False
370,3,20100319,60.42,2.72,214.5301219,7.367999999999999,False
371,3,20100326,57.06,2.7319999999999998,214.3241011,7.367999999999999,False
372,3,20100402,65.56,2.719,214.11808030000003,7.343,False
373,3,20100409,68.0,2.77,213.91205950000003,7.343,False
374,3,20100416,66.98,2.8080000000000003,213.7726889,7.343,False
375,3,20100423,67.87,2.795,213.72218519999998,7.343,False
376,3,20100430,70.24,2.78,213.6716815,7.343,False
377,3,20100507,73.47,2.835,213.6211778,7.343,False
378,3,20100514,77.18,2.8539999999999996,213.6196139,7.343,False
379,3,20100521,75.81,2.826,213.9116886,7.343,False
380,3,20100528,78.6,2.759,214.2037634,7.343,False
381,3,20100604,78.53,2.705,214.49583819999998,7.343,False
382,3,20100611,82.1,2.668,214.78791299999997,7.343,False
383,3,20100618,83.52,2.637,214.78582590000002,7.343,False
384,3,20100625,83.79,2.653,214.6660741,7.343,False
385,3,20100702,82.2,2.6689999999999996,214.54632220000002,7.346,False
386,3,20100709,81.75,2.642,214.4265704,7.346,False
387,3,20100716,84.32,2.623,214.41764759999998,7.346,False
388,3,20100723,83.32,2.608,214.55649680000005,7.346,False
389,3,20100730,82.04,2.64,214.695346,7.346,False
390,3,20100806,85.13,2.627,214.8341952,7.346,False
391,3,20100813,86.74,2.6919999999999997,214.97304440000002,7.346,False
392,3,20100820,88.02,2.6639999999999997,214.9314191,7.346,False
393,3,20100827,86.15,2.6189999999999998,214.8897938,7.346,False
394,3,20100903,84.16,2.577,214.8481685,7.346,False
395,3,20100910,80.84,2.565,214.8065431,7.346,True
396,3,20100917,82.36,2.582,214.83224840000003,7.346,False
397,3,20100924,76.9,2.6239999999999997,214.90845159999998,7.346,False
398,3,20101001,73.6,2.603,214.9846548,7.564,False
399,3,20101008,66.99,2.633,215.060858,7.564,False
400,3,20101015,69.71,2.72,215.1293114,7.564,False
401,3,20101022,71.64,2.725,215.17838999999998,7.564,False
402,3,20101029,72.04,2.716,215.22746859999998,7.564,False
403,3,20101105,62.94,2.6889999999999996,215.2765472,7.564,False
404,3,20101112,62.79,2.728,215.32562579999998,7.564,False
405,3,20101119,57.72,2.7710000000000004,215.2074519,7.564,False
406,3,20101126,68.71,2.735,215.06140249999999,7.564,True
407,3,20101203,53.76,2.708,214.9153531,7.564,False
408,3,20101210,51.13,2.843,214.7693037,7.564,False
409,3,20101217,52.2,2.8689999999999998,214.704919,7.564,False
410,3,20101224,57.16,2.886,214.70178280000002,7.564,False
411,3,20101231,53.2,2.943,214.6986466,7.564,True
412,3,20110107,53.35,2.9760000000000004,214.69551040000002,7.551,False
413,3,20110114,44.76,2.983,214.74707290000003,7.551,False
414,3,20110121,50.74,3.016,215.1268275,7.551,False
415,3,20110128,48.71,3.01,215.5065821,7.551,False
416,3,20110204,45.95,2.989,215.88633670000002,7.551,False
417,3,20110211,43.57,3.022,216.26609130000003,7.551,True
418,3,20110218,61.58,3.045,216.5843571,7.551,False
419,3,20110225,67.4,3.065,216.8780275,7.551,False
420,3,20110304,65.11,3.2880000000000003,217.17169790000003,7.551,False
421,3,20110311,61.29,3.4589999999999996,217.46536830000002,7.551,False
422,3,20110318,69.47,3.488,217.72352259999997,7.551,False
423,3,20110325,72.94,3.4730000000000003,217.96747050000002,7.551,False
424,3,20110401,68.76,3.5239999999999996,218.21141839999999,7.574,False
425,3,20110408,72.55,3.622,218.4553663,7.574,False
426,3,20110415,75.88,3.7430000000000003,218.6788642,7.574,False
427,3,20110422,76.91,3.807,218.851237,7.574,False
428,3,20110429,78.69,3.81,219.0236099,7.574,False
429,3,20110506,69.45,3.906,219.1959827,7.574,False
430,3,20110513,79.87,3.8989999999999996,219.36835559999997,7.574,False
431,3,20110520,75.79,3.907,219.127216,7.574,False
432,3,20110527,84.41,3.786,218.8860765,7.574,False
433,3,20110603,84.29,3.699,218.6449369,7.574,False
434,3,20110610,84.84,3.648,218.4037974,7.574,False
435,3,20110617,86.96,3.637,218.35517480000001,7.574,False
436,3,20110624,84.94,3.594,218.45094,7.574,False
437,3,20110701,85.1,3.5239999999999996,218.54670519999996,7.567,False
438,3,20110708,85.38,3.48,218.64247039999998,7.567,False
439,3,20110715,87.14,3.575,218.7275216,7.567,False
440,3,20110722,86.19,3.6510000000000002,218.78578810000002,7.567,False
441,3,20110729,88.07,3.682,218.8440545,7.567,False
442,3,20110805,88.45,3.6839999999999997,218.90232090000003,7.567,False
443,3,20110812,88.88,3.638,218.96058730000001,7.567,False
444,3,20110819,88.44,3.554,219.023271,7.567,False
445,3,20110826,87.67,3.523,219.08669080000004,7.567,False
446,3,20110902,89.12,3.533,219.1501106,7.567,False
447,3,20110909,81.72,3.5460000000000003,219.21353050000002,7.567,True
448,3,20110916,83.63,3.5260000000000002,219.3972867,7.567,False
449,3,20110923,80.19,3.467,219.7414914,7.567,False
