,Store,Date,Weekly_Sales
161,2,20100611,2025538.76
162,2,20100618,2001636.96
163,2,20100625,1939927.0899999999
164,2,20100702,2003940.6400000006
165,2,20100709,1880902.6199999994
166,2,20100716,1845879.7900000003
167,2,20100723,1781717.7100000002
168,2,20100730,1804246.1600000004
169,2,20100806,1991909.9799999995
170,2,20100813,1895601.0499999996
171,2,20100820,1964335.23
172,2,20100827,1863840.4900000005
173,2,20100903,1904608.0899999999
174,2,20100910,1839128.8299999998
175,2,20100917,1793903.5999999999
176,2,20100924,1724557.2200000002
177,2,20101001,1827440.4299999995
178,2,20101008,1849921.4400000002
179,2,20101015,1794355.4899999995
180,2,20101022,1737947.6399999997
181,2,20101029,1802755.1099999996
182,2,20101105,1939061.4100000001
183,2,20101112,1916812.74
184,2,20101119,1956739.1700000004
185,2,20101126,2658725.29
186,2,20101203,2015781.27
187,2,20101210,2378726.55
188,2,20101217,2609166.75
189,2,20101224,3436007.6799999997
190,2,20101231,1750434.5499999998
191,2,20110107,1758050.7899999996
192,2,20110114,1744193.5799999996
193,2,20110121,1751384.9000000001
194,2,20110128,1695371.6800000004
195,2,20110204,1929346.2299999997
196,2,20110211,2168041.61
197,2,20110218,2080884.82
198,2,20110225,1833511.0799999998
199,2,20110304,1981607.7800000005
200,2,20110311,1879107.3100000003
201,2,20110318,1902557.6600000001
202,2,20110325,1766162.0499999998
203,2,20110401,1800171.36
204,2,20110408,1847552.61
205,2,20110415,1856467.8399999999
206,2,20110422,1886339.5999999996
207,2,20110429,1745545.28
208,2,20110506,1837743.6000000008
209,2,20110513,1838513.0699999996
210,2,20110520,1688281.8599999999
211,2,20110527,1797732.5599999998
212,2,20110603,1933756.2100000004
213,2,20110610,1929153.1600000001
214,2,20110617,1953771.9899999995
215,2,20110624,1790925.8000000005
216,2,20110701,1866243.0000000002
217,2,20110708,1853161.99
218,2,20110715,1785187.2900000003
219,2,20110722,1743816.4100000001
220,2,20110729,1680693.0600000005
221,2,20110805,1876704.2600000005
222,2,20110812,1812768.2600000005
223,2,20110819,1844094.5899999994
224,2,20110826,1821139.9099999997
225,2,20110902,1809119.6999999997
226,2,20110909,1748000.6500000001
227,2,20110916,1691439.5200000003
228,2,20110923,1669299.78
229,2,20110930,1650394.4400000002
230,2,20111007,1837553.43
231,2,20111014,1743882.19
232,2,20111021,1834680.2500000002
233,2,20111028,1769296.2500000005
234,2,20111104,1959707.9000000006
235,2,20111111,1920725.1499999992
236,2,20111118,1902762.5000000002
237,2,20111125,2614202.3000000003
238,2,20111202,1954951.9999999998
239,2,20111209,2290549.3200000003
240,2,20111216,2432736.5200000005
241,2,20111223,3224369.8000000007
242,2,20111230,1874226.52
243,2,20120106,1799520.1400000001
244,2,20120113,1744725.4800000002
245,2,20120120,1711769.11
246,2,20120127,1660906.14
247,2,20120203,1935299.9399999997
248,2,20120210,2103322.68
249,2,20120217,2196688.4599999995
250,2,20120224,1861802.7000000004
251,2,20120302,1952555.66
252,2,20120309,1937628.2599999998
253,2,20120316,1976082.1300000001
254,2,20120323,1790439.1600000001
255,2,20120330,1857480.8399999996
256,2,20120406,2129035.91
257,2,20120413,1935869.1
258,2,20120420,1847344.4500000002
259,2,20120427,1764133.0899999996
260,2,20120504,1923957.0900000003
261,2,20120511,1917520.99
262,2,20120518,2000940.6699999995
263,2,20120525,1912791.0899999999
264,2,20120601,1910092.3700000003
265,2,20120608,2010216.49
266,2,20120615,1962924.2999999998
267,2,20120622,1887733.2099999993
268,2,20120629,1881046.1200000008
269,2,20120706,2041507.4000000004
270,2,20120713,1830075.1299999997
271,2,20120720,1819666.46
272,2,20120727,1757923.88
273,2,20120803,1946104.6400000008
274,2,20120810,1866719.9599999997
275,2,20120817,1928016.0100000005
276,2,20120824,1876788.15
277,2,20120831,1947083.3000000003
278,2,20120907,1898777.07
279,2,20120914,1814806.6300000001
280,2,20120921,1829415.6700000006
281,2,20120928,1746470.5600000003
282,2,20121005,1998321.0400000005
283,2,20121012,1900745.1300000001
284,2,20121019,1847990.4100000008
285,2,20121026,1834458.35
286,3,20100205,461622.22
287,3,20100212,420728.96
288,3,20100219,421642.1899999999
289,3,20100226,407204.86
290,3,20100305,415202.04
291,3,20100312,384200.69000000006
292,3,20100319,375328.58999999997
293,3,20100326,359949.27
294,3,20100402,423294.3999999998
295,3,20100409,415870.27999999997
296,3,20100416,354993.25999999995
297,3,20100423,339976.65000000014
298,3,20100430,361248.38999999984
299,3,20100507,399323.8600000002
300,3,20100514,384357.94000000006
301,3,20100521,343763.1700000001
302,3,20100528,350089.22999999986
303,3,20100604,396968.79999999993
304,3,20100611,355017.08999999985
305,3,20100618,364076.85
306,3,20100625,357346.4800000001
307,3,20100702,381151.72000000015
308,3,20100709,349214.18
309,3,20100716,352728.7799999999
310,3,20100723,352864.49
311,3,20100730,347955.05
312,3,20100806,402635.7599999999
313,3,20100813,339597.37999999983
314,3,20100820,351728.2100000002
315,3,20100827,362134.09000000014
316,3,20100903,366473.9699999999
317,3,20100910,352260.9700000001
318,3,20100917,363064.6400000001
319,3,20100924,355626.87
320,3,20101001,358784.1
321,3,20101008,395107.3500000001
322,3,20101015,345584.38999999996
323,3,20101022,348895.9800000001
324,3,20101029,348591.74
325,3,20101105,423175.5600000002
326,3,20101112,386635.0299999999
327,3,20101119,372545.3200000001
328,3,20101126,565567.8400000001
329,3,20101203,476420.77
330,3,20101210,467642.02999999997
331,3,20101217,498159.3900000001
332,3,20101224,605990.41
333,3,20101231,382677.76
334,3,20110107,378241.33999999997
335,3,20110114,381061.1
336,3,20110121,350876.70000000007
337,3,20110128,364866.24
338,3,20110204,438516.53000000014
339,3,20110211,430526.21
340,3,20110218,432782.1
341,3,20110225,397211.1899999999
342,3,20110304,437084.51
343,3,20110311,404753.3
344,3,20110318,392109.5100000001
345,3,20110325,380683.67000000004
346,3,20110401,374556.0800000001
347,3,20110408,384075.31000000006
348,3,20110415,366250.6899999998
349,3,20110422,391860.04000000004
350,3,20110429,367405.3999999999
351,3,20110506,413042.11999999994
352,3,20110513,386312.68000000005
353,3,20110520,364603.1299999999
354,3,20110527,369350.60000000003
355,3,20110603,394507.84
356,3,20110610,391638.75000000006
357,3,20110617,403423.33999999985
358,3,20110624,385520.70999999985
359,3,20110701,368962.72000000003
360,3,20110708,395146.23999999976
361,3,20110715,373454.3300000002
362,3,20110722,360617.3699999999
363,3,20110729,345381.2899999998
364,3,20110805,409981.2500000001
365,3,20110812,380376.85000000003
366,3,20110819,379716.9100000001
367,3,20110826,366367.55000000016
368,3,20110902,375988.6900000001
369,3,20110909,377347.4899999999
370,3,20110916,375629.50999999995
371,3,20110923,365248.9399999998
372,3,20110930,368477.93
373,3,20111007,403342.39999999997
374,3,20111014,368282.57
375,3,20111021,394976.3600000001
376,3,20111028,389540.6199999999
377,3,20111104,459443.2200000001
378,3,20111111,407764.2499999999
379,3,20111118,398838.97000000003
380,3,20111125,556925.1899999998
381,3,20111202,472511.32000000007
382,3,20111209,468772.80000000005
383,3,20111216,510747.6199999998
384,3,20111223,551221.21
385,3,20111230,410553.8800000001
386,3,20120106,398178.21000000014
387,3,20120113,367438.6200000002
388,3,20120120,365818.61000000004
389,3,20120127,349518.1
390,3,20120203,424960.66
391,3,20120210,473292.47000000015
392,3,20120217,475591.08
393,3,20120224,418925.47000000015
394,3,20120302,469752.55999999994
395,3,20120309,445162.04999999993
396,3,20120316,411775.79999999993
397,3,20120323,413907.25
398,3,20120330,407488.8399999999
399,3,20120406,503232.1299999999
400,3,20120413,420789.7399999999
401,3,20120420,434822.1299999999
402,3,20120427,394616.1099999999
403,3,20120504,439913.5699999999
404,3,20120511,431985.36000000016
405,3,20120518,418112.75999999995
406,3,20120525,413701.29
407,3,20120601,432268.53
408,3,20120608,446336.7999999999
409,3,20120615,442074.79000000015
410,3,20120622,419497.9500000001
411,3,20120629,422965.3300000001
412,3,20120706,411206.5
413,3,20120713,416913.0999999999
414,3,20120720,432424.8500000001
415,3,20120727,389427.89999999997
416,3,20120803,419990.2899999998
417,3,20120810,391811.60000000003
418,3,20120817,394918.8299999998
419,3,20120824,412449.66999999987
420,3,20120831,408838.73000000004
421,3,20120907,408229.73
422,3,20120914,407589.1599999999
423,3,20120921,414392.09
424,3,20120928,389813.02000000014
425,3,20121005,443557.64999999997
426,3,20121012,410804.3899999999
427,3,20121019,424513.08000000025
428,3,20121026,405432.70000000007
429,4,20100205,2135143.87
430,4,20100212,2188307.39
431,4,20100219,2049860.259999999
432,4,20100226,1925728.84
433,4,20100305,1971057.4400000004
434,4,20100312,1894324.09
435,4,20100319,1897429.3599999999
436,4,20100326,1762539.2999999998
437,4,20100402,1979247.12
438,4,20100409,1818452.72
439,4,20100416,1851519.69
440,4,20100423,1802677.9000000004
441,4,20100430,1817273.28
442,4,20100507,2000626.1400000001
443,4,20100514,1875597.28
444,4,20100521,1903752.6
445,4,20100528,1857533.7000000002
446,4,20100604,1903290.5800000003
447,4,20100611,1870619.230000001
448,4,20100618,1929736.35
449,4,20100625,1846651.9499999997
450,4,20100702,1881337.2100000002
451,4,20100709,1812208.2199999997
452,4,20100716,1898427.6600000001
453,4,20100723,1848426.7800000003
454,4,20100730,1796637.6100000006
455,4,20100806,1907638.58
456,4,20100813,2007050.7499999995
457,4,20100820,1997181.0899999994
458,4,20100827,1848403.92
459,4,20100903,1935857.58
460,4,20100910,1865820.8100000003
461,4,20100917,1899959.6100000008
462,4,20100924,1810684.6800000002
463,4,20101001,1842821.0199999998
464,4,20101008,1951494.850000001
465,4,20101015,1867345.0900000003
466,4,20101022,1927610.0599999998
467,4,20101029,1933333.0000000002
468,4,20101105,2013115.7900000003
469,4,20101112,1999794.2600000005
470,4,20101119,2097809.4
471,4,20101126,2789469.45
472,4,20101203,2102530.1699999995
473,4,20101210,2302504.8600000003
474,4,20101217,2740057.1400000006
475,4,20101224,3526713.3900000006
476,4,20101231,1794868.74
477,4,20110107,1862476.27
478,4,20110114,1865502.4600000002
479,4,20110121,1886393.9400000004
480,4,20110128,1814240.8499999999
481,4,20110204,2119086.0400000005
482,4,20110211,2187847.29
483,4,20110218,2316495.56
484,4,20110225,2078094.69
485,4,20110304,2103455.75
486,4,20110311,2039818.4100000008
487,4,20110318,2116475.38
488,4,20110325,1944164.3200000003
489,4,20110401,1900246.4700000002
490,4,20110408,2074953.4600000002
491,4,20110415,1960587.76
492,4,20110422,2220600.76
493,4,20110429,1878167.4399999997
494,4,20110506,2063682.7599999995
495,4,20110513,2002362.37
496,4,20110520,2015563.48
497,4,20110527,1986597.95
498,4,20110603,2065377.1500000001
499,4,20110610,2073951.3800000001
500,4,20110617,2141210.6199999996
501,4,20110624,2008344.9200000004
502,4,20110701,2051533.5300000005
503,4,20110708,2066541.8600000003
504,4,20110715,2049046.9500000007
505,4,20110722,2036231.3900000008
506,4,20110729,1989674.0699999998
507,4,20110805,2160057.389999999
508,4,20110812,2105668.7399999998
509,4,20110819,2232892.1000000006
510,4,20110826,1988490.2100000004
511,4,20110902,2078420.31
512,4,20110909,2093139.0100000002
513,4,20110916,2075577.3299999998
514,4,20110923,2031406.41
515,4,20110930,1929486.63
516,4,20111007,2166737.6499999994
517,4,20111014,2074548.8500000003
518,4,20111021,2207742.1300000004
519,4,20111028,2151659.59
520,4,20111104,2281217.3100000005
521,4,20111111,2203028.96
522,4,20111118,2243946.5899999994
523,4,20111125,3004702.330000001
524,4,20111202,2180999.26
525,4,20111209,2508955.2399999993
526,4,20111216,2771397.17
527,4,20111223,3676388.9800000004
528,4,20111230,2007105.8600000008
529,4,20120106,2047766.0699999996
530,4,20120113,1941676.6099999999
531,4,20120120,2005097.76
532,4,20120127,1928720.5100000002
533,4,20120203,2173373.91
534,4,20120210,2374660.64
535,4,20120217,2427640.1700000004
536,4,20120224,2226662.17
537,4,20120302,2206319.9000000004
538,4,20120309,2202450.8099999996
539,4,20120316,2214967.4400000004
540,4,20120323,2091592.5399999996
541,4,20120330,2089381.7699999998
542,4,20120406,2470206.1300000004
543,4,20120413,2105301.39
544,4,20120420,2144336.8899999987
545,4,20120427,2064065.6599999997
546,4,20120504,2196968.3299999996
547,4,20120511,2127661.17
548,4,20120518,2207214.8100000005
549,4,20120525,2154137.6699999995
550,4,20120601,2179360.939999999
551,4,20120608,2245257.1799999997
552,4,20120615,2234190.9299999997
553,4,20120622,2197299.6499999994
554,4,20120629,2128362.9200000004
555,4,20120706,2224499.28
556,4,20120713,2100252.61
557,4,20120720,2175563.6900000004
558,4,20120727,2048613.6500000001
559,4,20120803,2174514.1299999994
560,4,20120810,2193367.69
561,4,20120817,2283540.3000000007
562,4,20120824,2125241.6799999997
563,4,20120831,2081181.3500000006
564,4,20120907,2125104.7199999997
565,4,20120914,2117854.599999999
566,4,20120921,2119438.53
567,4,20120928,2027620.2299999995
568,4,20121005,2209835.43
569,4,20121012,2133026.0700000003
570,4,20121019,2097266.85
571,4,20121026,2149594.46
572,5,20100205,317173.0999999999
573,5,20100212,311825.6999999999
574,5,20100219,303447.5700000001
575,5,20100226,270281.63
576,5,20100305,288855.71000000014
577,5,20100312,297293.5900000001
578,5,20100319,281706.41
579,5,20100326,273282.97
580,5,20100402,331406.00000000006
581,5,20100409,328020.49
582,5,20100416,306858.6900000001
583,5,20100423,288839.73
584,5,20100430,298697.8399999999
585,5,20100507,333522.6000000001
586,5,20100514,296673.76999999996
587,5,20100521,301615.49
588,5,20100528,310013.1100000001
589,5,20100604,337825.88999999984
590,5,20100611,296641.91
591,5,20100618,313795.5999999999
592,5,20100625,295257.30000000005
593,5,20100702,305993.27
594,5,20100709,291808.8700000001
595,5,20100716,280701.7
596,5,20100723,274742.63
597,5,20100730,268929.03
598,5,20100806,303043.02
599,5,20100813,286477.35
600,5,20100820,287205.37999999995
601,5,20100827,288519.75
602,5,20100903,323798.0
603,5,20100910,306533.07999999996
604,5,20100917,282558.64999999997
605,5,20100924,293131.58
606,5,20101001,283178.12
607,5,20101008,290494.85000000003
608,5,20101015,280681.20000000007
609,5,20101022,284988.27
610,5,20101029,278031.80999999994
611,5,20101105,325310.3
612,5,20101112,301827.36000000004
613,5,20101119,297384.81
614,5,20101126,488362.61
615,5,20101203,344490.88
616,5,20101210,352811.5300000002
617,5,20101217,367801.19
618,5,20101224,466010.25
619,5,20101231,298180.1799999998
620,5,20110107,286347.26000000007
621,5,20110114,260636.70999999996
622,5,20110121,275313.34
623,5,20110128,279088.3900000001
624,5,20110204,329613.19999999995
625,5,20110211,311590.5399999999
626,5,20110218,356622.61
627,5,20110225,294659.5
628,5,20110304,329033.66000000015
629,5,20110311,293098.0999999999
630,5,20110318,312177.66999999987
631,5,20110325,294732.50000000006
632,5,20110401,314316.55000000005
633,5,20110408,307333.62
634,5,20110415,307913.58
635,5,20110422,328415.44
636,5,20110429,307291.56000000006
637,5,20110506,322904.67999999993
638,5,20110513,290930.01
639,5,20110520,299614.3300000001
640,5,20110527,297149.69
641,5,20110603,329183.9200000001
642,5,20110610,304984.14000000013
643,5,20110617,304811.82
644,5,20110624,302881.6400000001
645,5,20110701,327093.89000000013
646,5,20110708,310804.93
647,5,20110715,283248.62
648,5,20110722,292539.73000000004
649,5,20110729,275142.17000000004
650,5,20110805,317738.56000000006
651,5,20110812,289886.16
652,5,20110819,303643.8399999999
653,5,20110826,310338.17
654,5,20110902,315645.53
655,5,20110909,321110.22
656,5,20110916,278529.71
657,5,20110923,291024.9800000001
658,5,20110930,292315.38
659,5,20111007,309111.47000000003
660,5,20111014,286117.72
661,5,20111021,306069.18
662,5,20111028,307035.11
663,5,20111104,353652.22999999986
664,5,20111111,311906.7
665,5,20111118,307944.37000000005
666,5,20111125,507900.06999999995
667,5,20111202,376225.6100000001
668,5,20111209,367433.7700000001
669,5,20111216,379530.2999999999
670,5,20111223,458562.2400000003
671,5,20111230,349624.88000000006
672,5,20120106,312078.70999999996
673,5,20120113,291454.5200000001
674,5,20120120,287523.98
675,5,20120127,295974.2199999999
676,5,20120203,333948.0
677,5,20120210,349239.8800000001
678,5,20120217,356427.98
679,5,20120224,312220.47000000003
680,5,20120302,359206.21
681,5,20120309,347295.60000000003
682,5,20120316,339392.5400000001
683,5,20120323,321299.99
684,5,20120330,331318.7299999999
685,5,20120406,402985.70000000007
686,5,20120413,351832.0300000001
687,5,20120420,330063.05999999994
688,5,20120427,324839.74
689,5,20120504,360932.69000000006
690,5,20120511,333870.5200000001
691,5,20120518,336189.66
692,5,20120525,341994.4799999998
693,5,20120601,359867.8
694,5,20120608,341704.59
695,5,20120615,327383.63999999996
696,5,20120622,325041.68
697,5,20120629,329658.1000000001
698,5,20120706,341214.43000000005
699,5,20120713,316203.6399999999
700,5,20120720,321205.12
701,5,20120727,306827.36000000004
702,5,20120803,324195.17000000004
703,5,20120810,306759.7
704,5,20120817,314014.1799999999
705,5,20120824,320831.36
706,5,20120831,344642.01
707,5,20120907,350648.91000000003
708,5,20120914,299800.6700000001
709,5,20120921,307306.7600000001
710,5,20120928,310141.68000000005
711,5,20121005,343048.29
712,5,20121012,325345.41000000003
713,5,20121019,313358.1500000001
714,5,20121026,319550.77
715,6,20100205,1652635.1
716,6,20100212,1606283.8599999996
717,6,20100219,1567138.07
718,6,20100226,1432953.2100000002
719,6,20100305,1601348.8200000003
720,6,20100312,1558621.36
721,6,20100319,1693058.9100000001
722,6,20100326,1472033.3800000001
723,6,20100402,1770333.9000000006
724,6,20100409,1667181.8199999998
725,6,20100416,1519846.360000001
726,6,20100423,1540435.9899999998
727,6,20100430,1498080.1599999997
728,6,20100507,1619920.0399999998
729,6,20100514,1524059.4000000001
730,6,20100521,1531938.4400000004
731,6,20100528,1644470.66
732,6,20100604,1857380.0899999999
733,6,20100611,1685652.35
734,6,20100618,1677248.2399999998
735,6,20100625,1640681.880000001
736,6,20100702,1759777.25
737,6,20100709,1690317.9899999998
738,6,20100716,1560120.8
739,6,20100723,1585240.9200000002
740,6,20100730,1532308.7800000003
741,6,20100806,1633241.5899999999
742,6,20100813,1547654.9800000002
743,6,20100820,1539930.4999999995
744,6,20100827,1450766.12
745,6,20100903,1510925.3199999996
746,6,20100910,1424225.4399999997
747,6,20100917,1308537.7499999998
748,6,20100924,1275591.84
749,6,20101001,1328468.8900000001
750,6,20101008,1360317.9000000004
751,6,20101015,1344580.9200000004
752,6,20101022,1332716.5299999998
753,6,20101029,1385323.7000000004
754,6,20101105,1505442.15
755,6,20101112,1495536.4600000002
756,6,20101119,1518841.4499999995
757,6,20101126,2267452.3999999994
758,6,20101203,1677067.2399999998
759,6,20101210,1834737.5799999998
760,6,20101217,2090268.95
761,6,20101224,2727575.18
762,6,20101231,1464050.0199999996
763,6,20110107,1350441.68
764,6,20110114,1306194.5500000007
765,6,20110121,1261253.1800000002
766,6,20110128,1287034.6999999993
767,6,20110204,1514999.17
768,6,20110211,1486920.1699999995
769,6,20110218,1572117.54
770,6,20110225,1422600.43
771,6,20110304,1502617.99
772,6,20110311,1494497.3900000001
773,6,20110318,1685375.4700000004
774,6,20110325,1438465.81
775,6,20110401,1459276.7699999996
776,6,20110408,1534593.9999999998
777,6,20110415,1448797.02
778,6,20110422,1639358.9299999995
779,6,20110429,1479249.9000000001
780,6,20110506,1504651.5699999996
781,6,20110513,1453185.65
782,6,20110520,1382783.8299999998
783,6,20110527,1523979.1099999999
784,6,20110603,1705506.2899999996
785,6,20110610,1598643.6499999997
786,6,20110617,1622150.3299999998
787,6,20110624,1543365.9000000001
788,6,20110701,1694551.1499999994
789,6,20110708,1709373.6199999996
790,6,20110715,1526801.2399999998
791,6,20110722,1526506.0799999994
792,6,20110729,1483991.0500000003
793,6,20110805,1601584.5700000003
794,6,20110812,1484995.38
795,6,20110819,1493544.04
796,6,20110826,1420405.4100000001
797,6,20110902,1481618.74
798,6,20110909,1483574.3799999997
799,6,20110916,1351407.79
800,6,20110923,1336044.7500000002
801,6,20110930,1307551.9200000002
802,6,20111007,1481739.2
803,6,20111014,1386520.9899999998
804,6,20111021,1417922.37
805,6,20111028,1419445.12
806,6,20111104,1523420.3799999997
807,6,20111111,1536176.5400000003
808,6,20111118,1524390.07
809,6,20111125,2249811.55
810,6,20111202,1688531.3399999999
811,6,20111209,1903385.1399999997
812,6,20111216,2034695.5600000005
813,6,20111223,2644633.0199999996
814,6,20111230,1598080.5200000005
815,6,20120106,1395339.7100000002
816,6,20120113,1344243.1700000002
817,6,20120120,1326255.6999999997
818,6,20120127,1315610.6600000001
819,6,20120203,1496305.78
820,6,20120210,1620603.92
821,6,20120217,1632616.0899999996
822,6,20120224,1465187.7100000002
823,6,20120302,1550385.6500000001
824,6,20120309,1569304.4000000001
825,6,20120316,1748010.2900000003
826,6,20120323,1495143.6199999999
827,6,20120330,1508933.2599999993
828,6,20120406,1840131.19
829,6,20120413,1616394.4500000002
830,6,20120420,1456073.2399999995
831,6,20120427,1456221.0999999992
832,6,20120504,1543461.12
833,6,20120511,1517075.6700000002
834,6,20120518,1513635.6400000004
835,6,20120525,1603793.4199999997
836,6,20120601,1681121.3800000004
837,6,20120608,1696619.5200000003
838,6,20120615,1642247.48
839,6,20120622,1618272.2499999998
840,6,20120629,1648863.46
841,6,20120706,1876359.3900000004
842,6,20120713,1588142.26
843,6,20120720,1574361.97
844,6,20120727,1513229.1599999997
845,6,20120803,1627274.93
846,6,20120810,1588380.7299999997
847,6,20120817,1543049.5200000005
848,6,20120824,1501095.49
849,6,20120831,1577439.8100000003
850,6,20120907,1608077.0099999998
851,6,20120914,1375166.8599999999
852,6,20120921,1425603.6500000001
853,6,20120928,1369131.4599999995
854,6,20121005,1518177.71
855,6,20121012,1459396.8399999999
856,6,20121019,1436883.9900000005
857,6,20121026,1431426.34
858,7,20100205,496725.44
859,7,20100212,524104.9200000001
860,7,20100219,506760.53999999986
861,7,20100226,496083.2400000001
862,7,20100305,491419.5499999999
863,7,20100312,480452.1
864,7,20100319,574450.2300000001
865,7,20100326,514731.59999999986
866,7,20100402,561145.1399999999
867,7,20100409,484263.25
868,7,20100416,406228.19
869,7,20100423,404751.24999999994
870,7,20100430,373655.6099999999
871,7,20100507,395453.83000000013
872,7,20100514,372673.61000000004
873,7,20100521,395195.65000000014
874,7,20100528,442734.55000000016
875,7,20100604,509183.22
876,7,20100611,498580.87
877,7,20100618,481144.09000000026
878,7,20100625,553714.8700000001
879,7,20100702,575570.7700000001
880,7,20100709,593462.3400000003
881,7,20100716,557166.3500000001
882,7,20100723,570231.2100000002
883,7,20100730,603547.16
884,7,20100806,643854.1699999999
885,7,20100813,598185.4
886,7,20100820,582353.1700000002
887,7,20100827,554309.24
888,7,20100903,532765.05
